1.437446097,3
0.292815645,3
2.405410554,3
2.150493808,3
1.116580803,3
0.723321256,3
1.810252219,3
0.926705281,3
0.416177313,3
0,3
0.451483402,3
0.78371629,3
1.424873203,3
0.767169095,3
0.629255788,3
0.613416918,3
0.6496341,3
0.53451984,3
0.429728837,3
0.823812152,3
1.413738379,3
0.75956992,3
1.530271588,3
1.895869443,3
0.44142406,3
1.04198569,3
0.51411909,3
0.612515612,3
1.800819111,3
0.908732585,3
0.410814756,3
1.161377055,3
1.375626389,3
0.739372746,3
0.766247756,3
1.484987419,3
0.55769599,3
1.664417867,3
2.314460975,3
2.072334724,3
3.541418386,3
3.851583764,3
1.911691216,3
0.827289846,3
1.955998562,3
2.642527881,3
3.308947368,3
2.299023196,3
1.400676708,3
0.900543851,3
0.777063184,3
0.9209928,3
1.345775324,3
3.682945888,3
1.500503235,3
0.26669671,3
0.059851451,3
0.024133148,3
0.030944401,3
0.034522003,3
0.036315812,3
0.104696673,3
1.176267723,3
0.749351967,3
1.534668192,3
0.565838667,3
0.835717249,3
0.958749417,3
1.415592904,3
1.7128,3
1.072644722,3
1.019277362,3
1.888358377,2
1.506724827,2
0.347593583,2
0.553222256,2
0.836526267,2
1.82704009,2
0.789060285,2
0.856163042,2
5.209631115,2
2.802859748,2
0.287302147,2
0.608202171,2
1.823429994,2
3.128328754,2
0.672961552,2
0.473473257,2
0.518976503,2
1.014948216,2
1.652218478,2
1.239588309,2
0.680448079,2
0.894172663,2
0.994550834,2
0.403116643,2
0.767941015,2
0.92741632,2
0.761372059,2
0.701135571,2
